20150527;21.65;25.98;21.65;25.98;5600;142243.00
20150528;28.58;28.58;28.58;28.58;3500;100030.00
20150529;31.44;31.44;31.44;31.44;1800;56592.00
20150601;34.58;34.58;34.58;34.58;2000;69160.00
20150602;38.04;38.04;38.04;38.04;4500;171180.00
20150603;41.84;41.84;41.84;41.84;7000;292880.00
20150604;46.02;46.02;46.02;46.02;8000;368160.00
20150605;50.62;50.62;50.62;50.62;3600;182232.00
20150608;55.68;55.68;55.68;55.68;6300;350784.00
20150609;61.25;61.25;61.25;61.25;11400;698250.00
20150610;67.38;67.38;67.38;67.38;19000;1280220.00
20150611;74.12;74.12;74.12;74.12;15760;1168131.25
20150612;81.53;81.53;81.53;81.53;18400;1500152.00
20150615;89.68;89.68;89.68;89.68;149000;13362320.00
20150616;92.01;98.65;89.68;98.65;6463342;619934848.00
20150617;92.01;95.00;88.79;88.99;4483830;402196384.00
20150618;88.00;95.60;83.01;90.60;5936779;527905856.00
20150619;83.50;91.55;81.54;84.99;4232328;365879904.00
20150623;84.30;93.49;82.60;93.49;3096431;278181824.00
20150624;93.55;95.80;86.78;93.49;3285934;299980736.00
20150625;89.33;92.90;86.80;87.00;1775836;159137056.00
20150626;82.80;83.00;78.30;78.30;1222876;97138616.00
20150629;74.50;77.50;70.47;70.47;1687395;120005000.00
20150630;64.00;73.99;63.42;72.00;2544429;172662704.00
20150701;69.00;74.98;64.80;64.80;1855528;130732152.00
20150702;63.49;63.88;58.32;58.32;1477141;89070744.00
20150703;57.00;57.55;52.49;53.00;2251199;120242632.00
20150706;58.30;58.30;47.70;47.70;3738441;195362544.00
20150707;44.00;44.12;42.93;42.93;1296695;55807492.00
20150708;38.64;38.64;38.64;38.64;476500;18411960.00
20150709;34.86;42.50;34.86;42.50;3554563;142191056.00
20150710;46.00;46.75;45.10;46.75;890804;41226568.00
20150713;51.43;51.43;49.80;51.43;2618652;134390608.00
20150714;55.00;56.57;53.28;56.57;3754855;210478288.00
20150715;55.80;57.55;50.91;51.19;4485969;243855856.00
20150716;51.19;56.20;47.13;54.78;3112118;165462896.00
20150717;55.00;60.26;54.90;59.40;2279800;133107664.00
20150720;59.42;62.50;58.00;60.08;2321756;139151264.00
20150721;58.25;63.50;58.01;61.99;1786031;108873712.00
20150722;61.80;62.50;58.88;61.32;1729522;105587688.00
20150723;60.80;67.45;60.68;67.45;1995126;128034368.00
20150724;67.90;72.48;65.70;66.35;2694429;186419968.00
20150727;65.38;68.10;59.72;59.72;2270274;146782048.00
20150728;54.72;62.00;53.75;56.95;2372249;133587008.00
20150729;58.70;62.60;55.00;62.35;1923060;112358528.00
20150730;62.00;66.04;59.00;61.00;2363250;148853840.00
20150731;58.11;64.50;58.11;62.18;2099441;129572016.00
20150803;60.80;67.70;59.03;67.70;3130496;199231808.00
20150804;66.98;69.45;62.70;68.60;3242407;216686352.00
20150805;66.90;70.99;66.10;68.69;2635487;180774432.00
20150806;66.01;67.80;63.03;63.84;2092000;136188544.00
20150807;64.68;67.30;64.01;66.57;1842151;120933224.00
20150810;66.57;69.88;66.00;68.51;1833546;125061704.00
20150811;68.51;70.99;68.02;70.50;2156678;150613056.00
20150812;69.70;71.50;67.10;67.30;1745650;120578448.00
20150813;66.99;67.88;64.88;67.59;1265749;84212544.00
20150814;68.00;70.30;67.05;69.50;1834453;126613304.00
20150817;68.08;69.50;65.99;66.20;1232852;82360640.00
20150818;66.00;67.27;59.58;59.58;1429808;90270456.00
20150819;57.00;60.57;54.00;60.03;1473681;84667184.00
20150820;58.80;60.00;56.70;57.01;767057;44925984.00
20150821;55.01;57.98;52.01;53.25;937539;52123864.00
20150824;50.99;51.00;47.93;47.93;1191779;57733048.00
20150825;44.00;48.95;43.14;43.30;1485698;66962028.00
20150826;43.90;47.63;43.29;45.34;2384084;108257344.00
20150827;45.48;47.63;44.23;47.59;1564502;72486776.00
20150828;48.20;51.58;46.80;51.00;2764922;133931560.00
20150831;50.00;50.15;47.08;48.90;1757595;86300104.00
20150901;48.50;48.78;44.90;44.97;1458506;68633680.00
20150902;42.15;47.45;41.80;43.60;1348255;60583344.00
20150907;44.50;46.90;44.50;45.82;1116094;51240668.00
20150908;45.08;50.40;44.80;50.39;1532240;74245520.00
20150909;50.20;53.99;49.78;53.93;1633264;84605952.00
20150910;52.11;53.18;51.40;51.98;930448;48622620.00
20150911;51.58;52.66;51.30;51.90;1072271;55593728.00
20150914;51.51;52.30;46.71;46.71;1375829;68046624.00
20150915;45.66;46.48;42.50;43.21;866585;38802672.00
20150916;43.64;47.53;43.55;47.50;1076508;48582052.00
20150917;46.81;49.21;45.79;46.69;1108659;52715116.00
20150918;46.88;48.18;46.25;47.79;618193;29123902.00
20150921;47.39;50.95;46.00;50.47;971703;47574176.00
20150922;50.75;51.70;49.28;50.20;855565;43124300.00
20150923;49.14;50.85;48.88;50.23;717449;35890692.00
20150924;49.99;53.26;49.99;53.20;1692240;87378344.00
20150925;54.81;57.00;52.60;56.70;3078225;169455520.00
20150928;55.01;59.77;54.78;58.95;3788995;219782528.00
20150929;57.81;57.81;54.55;54.90;1510422;84471128.00
20150930;54.70;55.80;51.20;53.19;1442733;76630272.00
20151008;55.47;56.37;54.50;55.08;1460582;80755832.00
20151009;54.95;55.50;54.20;55.10;937468;51425420.00
20151012;55.13;58.12;55.13;57.58;2538736;144687392.00
20151013;56.64;58.89;56.50;57.97;1451697;83983352.00
20151014;57.56;59.00;56.95;57.29;1329639;76980000.00
20151015;56.60;60.20;56.60;60.00;1595572;93597824.00
20151016;60.16;60.53;58.18;59.30;1533931;90689328.00
20151019;59.01;59.25;57.09;58.39;1168258;67855712.00
20151020;58.00;59.20;57.52;59.00;1033020;60590156.00
20151021;58.66;60.55;54.09;54.98;1629594;94540272.00
20151022;55.00;57.50;55.00;57.50;1449379;81805072.00
20151023;59.00;61.01;58.60;60.20;1662370;99345888.00
20151026;61.00;61.47;58.80;59.81;1523278;91722016.00
20151027;59.30;60.81;56.06;60.59;1199539;70793280.00
20151028;60.56;63.00;59.84;60.44;1500324;92238296.00
20151029;61.08;62.20;59.23;61.70;1697945;103335296.00
20151030;61.02;63.35;59.50;62.55;1404815;86930456.00
20151102;60.80;68.81;60.53;67.49;3124852;209648496.00
20151103;66.33;69.98;66.33;68.50;2332381;159764896.00
20151104;67.90;75.35;67.51;75.35;2483499;174330976.00
20151105;73.00;74.98;72.40;73.28;2022901;148780128.00
20151106;72.90;79.98;72.80;79.25;1604279;122517928.00
20151109;78.68;83.00;75.31;80.73;1962750;156576816.00
20151110;79.51;81.88;77.67;80.30;1542145;123780640.00
20151111;79.88;88.00;78.50;86.40;2017651;168939712.00
20151112;86.50;92.40;86.40;89.80;2039319;182562032.00
20151113;87.88;88.55;80.82;80.82;2470453;205445504.00
20151116;77.00;81.55;76.00;80.99;1050422;83412464.00
20151117;81.05;83.30;77.72;79.50;1151798;92982816.00
20151118;79.00;79.48;75.10;75.19;1051264;80973752.00
20151119;75.50;82.71;75.00;82.71;1318451;103784024.00
20151120;84.00;90.60;82.02;89.00;1933501;165888848.00
20151123;87.80;94.00;85.20;93.98;2276053;207251504.00
20151124;91.98;103.38;91.00;103.38;3187964;320449440.00
20151125;104.50;113.72;100.50;108.50;3551437;376278656.00
20151126;106.28;112.17;98.81;101.20;3105091;327919680.00
20151127;99.66;107.01;97.77;102.30;2399727;247860384.00
20151130;103.03;112.50;103.00;110.50;3174032;344435040.00
20151201;109.00;110.79;101.20;102.70;2389976;252559856.00
20151202;102.00;107.59;98.00;105.35;2128201;219184864.00
20151203;105.33;109.00;102.00;108.99;1776925;188270176.00
20151204;108.90;119.88;106.10;118.45;2421888;276000000.00
20151207;115.00;119.43;112.73;116.84;1953456;225733520.00
20151208;115.90;123.00;113.60;117.28;1634205;192596896.00
20151209;115.35;117.18;107.56;110.90;1338608;150161120.00
20151210;109.99;111.90;103.65;104.40;1047091;111731616.00
20151211;104.80;105.00;100.00;101.03;1007799;102833184.00
20151214;99.00;104.65;98.25;104.47;1275382;130812216.00
20151215;103.92;104.74;100.80;101.87;1467818;149718736.00
20151216;102.82;106.36;102.23;103.50;1130999;118103904.00
20151217;103.63;108.00;103.20;107.60;1911247;200850192.00
20151218;106.74;106.75;102.00;102.95;1202216;124966072.00
20151221;102.88;102.88;100.25;101.94;699647;71005392.00
20151222;101.62;103.89;101.62;103.22;666430;68503040.00
20151223;103.89;105.98;102.28;103.56;1076025;111940600.00
20151224;103.56;106.62;102.36;106.19;1107286;116243248.00
20151225;107.10;108.70;103.00;103.79;1193745;126946400.00
20151228;102.94;103.70;93.80;94.00;1512583;150606432.00
20151229;94.00;95.52;86.00;95.51;951303;88125360.00
20151230;94.62;95.85;93.00;94.77;584910;55391992.00
